问题,年份,公司,鑫鑫关键词,包关键词
中际联合(北京)科技股份有限公司2019年企业研发经费占费用比例是多少?保留2位小数。,2019,605305,企业|研发|经费|占费用比例,企业研发经费|费用比例|企业研发经费占费用比例
科创信息2020年销售费用增长率是多少?保留2位小数。,2020,300730,销售费用增长率,销售费用增长率
什么是资本回报率？,,,,
2019年山东晨鸣纸业集团股份有限公司法定代表人是什么?,2019,200488,法定|代表人,法定代表人
宁波建工2020年研发费用是多少元?,2020,601789,研发|费用,研发费用
和科达在2021年的现金及现金等价物增长率是多少?请保留至小数点后两位。,2021,002816,现金|现金等价物增长率,现金及现金等价物增长率
从2021年的年报数据可知，苏州春兴精工股份有限公司的衍生金融资产和其他非流动金融资产分别是多少元?,2021,002547,数据|可知|衍生金融资产|流动金融资产,衍生金融资产和其他非流动金融资产|其他非流动金融资产|衍生金融资产
贵人鸟股份有限公司在2021年的总资产增长率保留到小数点后两位是多少？,2021,603555,总|资产增长率,总资产增长率
资本结构对企业有什么影响？,,,,
请简要分析2021年上海复旦微电子集团股份有限公司主要会计数据及财务指标增长的原因是什么？,2021,688385,主要|会计数据|财务指标|增长|原因,主要会计数据及财务指标增长的原因
南方传媒在2021年的其他非流动金融资产是多少元？,2021,601900,流动金融资产,其他非流动金融资产
2020年美格智能公司的管理费用增长率是多少？请保留两位小数。,2020,002881,管理费用增长率,管理费用增长率
请分析浙江海盐力源环保科技股份有限公司2021年重大关联交易的情况。,2021,688565,重大|关联|交易|情况,重大关联交易的情况
2019年中煤能源证券代码是什么?,2019,601898,证券代码,证券代码
北方化学工业股份有限公司2021年的货币资金是多少元？,2021,002246,货币资金,货币资金
广州赛意信息科技股份有限公司2021年的应付职工薪酬是多少元?,2021,300687,应付职工薪酬,应付职工薪酬
西部证券在2019年的利息收入是多少元?,2019,002673,利息收入,利息收入
2019年烟台龙源电力技术股份有限公司注册地址是什么?,2019,300105,注册地址,注册地址
2021年凯盛新材的每股收益和每股净资产分别是多少元?,2021,301069,每股|收益|每股|净资产,每股收益|每股净资产|每股收益和每股净资产
2021年鲁泰纺织投资收益增长率是多少?保留2位小数。,2021,000726,投资收益增长率,投资收益增长率
江西三鑫医疗科技股份有限公司2019年法定代表人是什么?,2019,300453,法定|代表人,法定代表人
冠石科技2021年的负债合计是多少元？,2021,605588,负债|合计,负债合计
2020年北京合康新能科技股份有限公司综合收益总额是多少元?,2020,300048,综合收益总额,综合收益总额
请简要分析三棵树涂料股份有限公司2019年关键审计事项的情况。,2019,603737,关键|审计事项|情况,涂料股份有限公司关键审计事项的情况
我想知道光威复材在2019年的法定代表人是谁?,2019,300699,想|知道|法定|代表人,法定代表人
富瑞特装在2020年的营业利润率是多少？请在答案中保留两位小数。,2020,300228,营业利润率|答案,营业利润率
2020年宁波太平鸟时尚服饰股份有限公司对联营企业和合营企业的投资收益金额是多少元?,2020,603877,联营企业|合营企业|投资收益金额,投资收益金额
2020年，鞍重股份的销售费用和管理费用分别是多少元?,2020,002667,销售费用|管理费用,管理费用|销售费用|销售费用和管理费用
销售费用的变动如何影响公司的销售额和市场份额？,,,,
请问，2019年和顺石油企业名称是什么?,2019,603353,请问|企业名称,企业名称
浙江迦南科技股份有限公司2020年研发费用是多少元?,2020,300412,研发|费用,研发费用
四川省新能源动力股份有限公司在2020年的非流动负债比率保留到小数点后两位是多少？,2020,000155,流动|负债比率,非流动负债比率
请简要分析圣元环保股份有限公司2020年核心竞争力的情况。,2020,300867,核心竞争力|情况,核心竞争力
2020年显盈科技的公允价值变动收益是多少元?,2020,301067,公允|价值|变动收益,公允价值变动收益
普莱柯2021年固定资产增长率是多少?保留2位小数。,2021,603566,固定资产|增长率,固定资产增长率
2019年诚迈科技电子信箱是什么?,2019,300598,电子信箱,电子信箱
新时达2021年固定资产是多少元?,2021,002527,固定资产,固定资产
2020年上海凯宝药业股份有限公司财务费用增长率为多少?保留2位小数。,2020,300039,财务费用增长率,财务费用增长率
2019年深圳市卫光生物制品股份有限公司的营业外支出和营业外收入分别是多少元？,2019,002880,营业外|支出|营业外收入,营业外支出和营业外收入|营业外支出|营业外收入
广东广州日报传媒股份有限公司在2019-2021年间的法定代表人是不是相同的？,2019|2021,002181,间|法定|代表人|相同,法定代表人
浙江震元2019年电子信箱是什么?,2019,000705,电子信箱,电子信箱
2020年江苏博云营业收入和营业外收入分别是多少元?,2020,301003,营业收入|营业外收入,营业收入和营业外收入|营业收入|营业外收入
在2021年，哈三联的固定资产是多少元?,2021,002900,固定资产,固定资产
在2020年，广东塔牌集团股份有限公司的利润总额和净利润分别是多少元?,2020,002233,利润总额|净利润,净利润|利润总额|利润总额和净利润
航发动力在2020年的企业硕士及以上人员占职工人数的比例是多少?请保留两位小数。,2020,600893,企业硕士|人员|占职工人数|比例,企业硕士及以上人员占职工人数的比例|职工人数的比例|企业硕士及以上人员
什么是长期借款？,,,,
请问，2019年江苏吴中医药发展股份有限公司证券简称是什么?,2019,600200,请问|证券|简称,证券简称
交大昂立在2021年的货币资金增长率是多少？（保留2位小数）,2021,600530,货币资金增长率,货币资金增长率
根据2019年的年报数据，宜通世纪企业名称是什么?,2019,300310,数据|企业名称,企业名称
2019年中国银行企业硕士及以上人员占职工人数比例是多少?保留2位小数。,2019,601988,企业硕士|人员|占职工人数比例,职工人数比例|企业硕士及以上人员占职工人数比例|企业硕士及以上人员
2019年中国平安保险(集团)股份有限公司企业硕士及以上人员占职工人数比例为多少?保留2位小数。,2019,601318,企业硕士|人员|占职工人数比例,职工人数比例|企业硕士及以上人员占职工人数比例|企业硕士及以上人员
爱建集团2019年的企业硕士及以上人员占职工人数的比例是多少? 保留2位小数。,2019,600643,企业硕士|人员|占职工人数|比例,企业硕士及以上人员占职工人数的比例|职工人数的比例|企业硕士及以上人员
2021年包头明天科技股份有限公司的货币资金增长率是多少？保留两位小数。,2021,600091,货币资金增长率,货币资金增长率
2020年合肥常青机械股份有限公司管理费用是多少元?,2020,603768,管理费用,管理费用
长青股份2020年资产负债比率是多少?保留2位小数。,2020,002391,资产|负债比率,资产负债比率
艾格拉斯2020年的流动负债比率是多少？保留2位小数。,2020,002619,流动|负债比率,流动负债比率
请问宁波富达股份有限公司在2019年的外文名称是什么?,2019,600724,请问|外文名称,股份有限公司外文名称
张家港保税科技(集团)股份有限公司2020年营业收入和营业外收入分别是多少元?,2020,600794,营业收入|营业外收入,营业收入和营业外收入|营业收入|营业外收入
楚天科技2019年的法定代表人是谁？,2019,300358,法定|代表人,法定代表人
请问，立达信物联科技股份有限公司在2021年的货币资金总额是多少元?,2021,605365,请问|货币资金总额,货币资金总额
2020年中金辐照的博士及以上人数是多少？,2020,300962,博士|人数,博士及以上人数
恒生电子股份有限公司在2020年的流动负债比率是多少？,2020,600570,流动|负债比率,流动负债比率
慈星股份2021年其他非流动金融资产是多少元?,2021,300307,流动金融资产,其他非流动金融资产
黑龙江国中水务股份有限公司在2019年的博士及以上人数是多少？,2019,600187,博士|人数,博士及以上人数
2020年兆讯传媒净利润是多少元?,2020,301102,净利润,净利润
贵州航天电器股份有限公司在2019年的企业研发经费与营业收入的比值保留到小数点后两位是多少？,2019,002025,企业|研发|经费|营业收入|比值,企业研发经费|企业研发经费与营业收入的比值|营业收入
